Fecha de solicitud;Grupo de compras;Solicitud de pedido;Pos.solicitud pedido;Material;Pedido;Texto breve;Fabricante;Nº pieza fabricante;Cantidad solicitada;Unidad de medida;Almacén;Nombre de proveedor;Nº material de proveedor;Proveedor deseado;Proveedor fijo;Proveedor;Creado por;Fecha de liberación;Fecha orden compra;Indicador creación;Contrato marco;Pos.contrato sup.;Pedido marco;Posición pedido marco;Planif.necesidades;Clase documento;Tipo de posición;Tipo de imputación;Reg.info de compras;Unidad medida pedido;Precio de valoración;Valor total;Moneda;Centro;Solicitante;Indicador de borrado;Status tratamiento solicitud pedido;Status tratamiento;Indicador de bloqueo;Texto bloqueo;Perfil piezas fabric.;Grupo de artículos;Número de necesidad;Entrada mercancías;EM no valorada;Recepción facturas;Posición de pedido;Plazo entrega prev.;Entregas (de/a);Liberación general de solic.ped.;Urgencia necesidad;Prioridad nec.;Nº reserva;Consumo;Categoría material;Fecha Aprobación;Liberador Siguiente
25/04/2023;C05;1100004848;10;1101649664;;FRENO COMPLETO TORQUE DE FRENADO 5400 -;SIBRE;USB3-IIIEB3000/60;2;SET;TITN;;;;;;PLANIFICADOR;25/04/2023;;B;;0;;0;P01;ZS02;;;;;37,980.95;75,961.90;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;30;25/05/2023;Sí;0;0;0;;;25/04/2023;
25/04/2023;C02;1100004849;10;1300173344;;SAND PAPER 150 GRIT9IN W X 11IN LG ALOX;;;930;PI;TSHP;;;;;;PLANIFICADOR;25/04/2023;;B;;0;;0;P02;ZS02;;;;;1.22;1,134.60;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;30;25/05/2023;Sí;0;0;0;;;25/04/2023;
25/04/2023;C02;1100004863;10;1100412361;;CABLE ELECT NMT(SJTO) 12AWG0.5KV 3 CON;INDECO;I263A312;644.858;M;CONC;;;;;;PLANIFICADOR;25/04/2023;;B;;0;;0;P01;ZS02;;;;;9.65;6,222.88;PEN;1101;PLANIFICADOR;false;02;N;;;Z001;IN0000011;;Sí;No;Sí;0;7;2/05/2023;Sí;0;0;0;;;25/04/2023;
25/04/2023;C02;1100004871;10;1300173385;;SAND PAPER 180 GRIT9IN W X 11IN LG ALOX;;;435;PI;TSHP;;;;;;PLANIFICADOR;25/04/2023;;B;;0;;0;P02;ZS02;;;;;3.80;1,653.00;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;7;2/05/2023;Sí;0;0;0;;;25/04/2023;
25/04/2023;C02;1100004897;10;1300406769;;STANDARD SOLUTION CU1000PPM- MG/LUN 32;INORVENT;AACU1-5;1,500;ML;PCON;;;;;;PLANIFICADOR;25/04/2023;;B;;0;;0;P01;ZS02;;;;;0.29;435.00;PEN;1101;PLANIFICADOR;false;02;N;;;Z001;IN0000011;;Sí;No;Sí;0;79;13/07/2023;Sí;0;0;0;;;25/04/2023;
25/04/2023;C05;1100004908;10;1101704899;;REJILLAS DE PLACAS DE POLIPROPILENO SET;INTEMA;REJ0001;15;SET;HRMY;;;;;;PLANIFICADOR;25/04/2023;;B;;0;;0;P03;ZS02;;;;;3,187.70;47,815.50;PEN;1102;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;30;25/05/2023;Sí;0;0;0;;;25/04/2023;
2/05/2023;C05;1100004973;10;1101192897;;ARANDELA;TOWHAUL;08020616;48;PI;TSHP;;;;;;PLANIFICADOR;2/05/2023;;B;;0;;0;P02;ZS02;;;;;6.59;316.32;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;0000037428;Sí;No;Sí;0;60;1/07/2023;Sí;0;0;0;;;2/05/2023;
2/05/2023;C05;1100004975;10;1101192889;;PERNO;TOWHAUL;080658;72;PI;TSHP;;;;;;PLANIFICADOR;2/05/2023;;B;;0;;0;P02;ZS02;;;;;86.32;6,215.04;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;0000037428;Sí;No;Sí;0;60;1/07/2023;Sí;0;0;0;;;2/05/2023;
2/05/2023;C05;1100004984;10;1101192905;;TUERCA;TOWHAUL;080381;72;PI;TSHP;;;;;;PLANIFICADOR;2/05/2023;;B;;0;;0;P02;ZS02;;;;;26.61;1,915.92;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;0000037428;Sí;No;Sí;0;60;1/07/2023;Sí;0;0;0;;;2/05/2023;
2/05/2023;C04;1100005000;10;1101623917;;O-RING KIT;P&H;R45Z532D12;8;KIT;TSHP;;;;;;PLANIFICADOR;2/05/2023;;B;;0;;0;P02;ZS02;;;;;0.00;0.00;PEN;1101;PLANIFICADOR;false;02;A;;;;IN0000011;0000012140;Sí;No;Sí;0;30;1/06/2023;Sí;0;0;0;;;2/05/2023;
2/05/2023;C04;1100005000;20;1101628130;;CAPSCREW;P&H;R45Z532D12;8;PI;TSHP;;;;;;PLANIFICADOR;2/05/2023;;B;;0;;0;P02;ZS02;;;;;0.00;0.00;PEN;1101;PLANIFICADOR;false;02;A;;;;IN0000011;0000025061;Sí;No;Sí;0;30;1/06/2023;Sí;0;0;0;;;2/05/2023;
2/05/2023;C04;1100005013;10;1101621960;;NUT KIT;P&H;1020Z13484;1;KIT;TSHP;;;;;;PLANIFICADOR;2/05/2023;;B;;0;;0;P02;ZS02;;;;;0.00;0.00;PEN;1101;PLANIFICADOR;false;02;A;;;;IN0000011;0000012140;Sí;No;Sí;0;30;1/06/2023;Sí;0;0;0;;;2/05/2023;
2/05/2023;JB2;1100005041;10;1100374819;;PLATE, RUBBER LINED WEAR;TACAID;P81;3;PI;PCON;;;;;;PLANIFICADOR;2/05/2023;;B;;0;;0;P01;ZS02;;;;;1,152.58;3,457.74;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000007;;Sí;No;Sí;0;30;1/06/2023;Sí;0;0;0;;;2/05/2023;
2/05/2023;C05;1100005058;10;1100280057;;ELBOW EQUAL SHORT PIPE 901IN MI A197F;;;103;PI;CONC;;;;;;PLANIFICADOR;2/05/2023;;B;;0;;0;P01;ZS02;;;;;16.91;1,741.73;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;10;12/05/2023;Sí;0;0;0;;;2/05/2023;
2/05/2023;C02;1100005078;10;1300005264;;BEAKER GLASS400MLHEAVY DUTY, 25ML DOUB;PYREX;1003-400;19;PI;CONC;;;;;;PLANIFICADOR;2/05/2023;;B;;0;;0;P01;ZS02;;;;;24.23;460.37;PEN;1101;PLANIFICADOR;false;02;N;;;Z001;IN0000011;;Sí;No;Sí;0;30;1/06/2023;Sí;0;0;0;;;2/05/2023;
2/05/2023;JB2;1100005126;10;1100375840;;PLATE, RUBBER LINED WEAR;TACAID;P102;4;PI;PCON;;;;;;PLANIFICADOR;2/05/2023;;B;;0;;0;P01;ZS02;;;;;2,650.07;10,600.28;PEN;1101;PLANIFICADOR;false;05;N;;;;IN0000007;;Sí;No;Sí;0;30;1/06/2023;Sí;0;0;0;;;12/09/2023;
2/05/2023;C02;1100005139;10;1300406785;;STANDARD SOLUTION AS1000PPM- MG/LUN 32;INORVENT;AAAS1-5;1,000;ML;PCON;;;;;;PLANIFICADOR;2/05/2023;;B;;0;;0;P01;ZS02;;;;;0.32;320.00;PEN;1101;PLANIFICADOR;false;02;N;;;Z001;IN0000011;;Sí;No;Sí;0;79;20/07/2023;Sí;0;0;0;;;2/05/2023;
8/05/2023;C02;1100005161;10;1100493882;;PILOT CHECK VALVE;MTI;35103;2;PI;TSHP;;;;;;PLANIFICADOR;8/05/2023;;B;;0;;0;P02;ZS02;;;;;1,028.97;2,057.94;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;0000016907;Sí;No;Sí;0;30;7/06/2023;Sí;0;0;0;;;8/05/2023;
8/05/2023;C02;1100005162;10;1100493890;;VALVE CHECK VALVULA CHECK;MTI;35104;1;PI;TSHP;;;;;;PLANIFICADOR;8/05/2023;;B;;0;;0;P02;ZS02;;;;;590.82;590.82;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;0000016907;Sí;No;Sí;0;30;7/06/2023;Sí;0;0;0;;;8/05/2023;
8/05/2023;C02;1100005163;10;1100493908;;VALVE CHECK VALVULA CHECK;MTI;35101;2;PI;TSHP;;;;;;PLANIFICADOR;8/05/2023;;B;;0;;0;P02;ZS02;;;;;423.42;846.84;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;0000016907;Sí;No;Sí;0;30;7/06/2023;Sí;0;0;0;;;8/05/2023;
9/05/2023;C02;1100005203;10;1300406785;;STANDARD SOLUTION AS1000PPM- MG/LUN 32;INORVENT;AAAS1-5;1,000;ML;PCON;;;;;;PLANIFICADOR;9/05/2023;;B;;0;;0;P01;ZS02;;;;;0.32;320.00;PEN;1101;PLANIFICADOR;false;02;N;;;Z001;IN0000011;;Sí;No;Sí;0;79;27/07/2023;Sí;0;0;0;;;9/05/2023;
9/05/2023;C02;1100005224;10;1300407072;;STANDARD SOLUTION FE10000PPM PARA ICP C;INORVENT;CGFE-10-5;1,000;ML;PCON;;;;;;PLANIFICADOR;9/05/2023;;B;;0;;0;P01;ZS02;;;;;1.32;1,320.00;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;79;27/07/2023;Sí;0;0;0;;;9/05/2023;
9/05/2023;C05;1100005227;10;1300452508;;CARTRIDGE NITROGEN 10 OZ (REC) RECARGA D;AFEX;A310000REC;45;PI;TSHP;;;;;;PLANIFICADOR;9/05/2023;;B;;0;;0;P01;ZS02;;;;;173.31;7,798.95;PEN;1101;PLANIFICADOR;false;02;N;;;Z001;IN0000010;;Sí;No;Sí;0;56;4/07/2023;Sí;0;0;0;;;9/05/2023;
9/05/2023;C01;1100005273;10;1101139492;;SIMADYN D CONVERTER SU10 26-POLE 26 SCRE;SIEMENS;6DD1681-0FG0;2;PI;CONC;;;;;;PLANIFICADOR;9/05/2023;;B;;0;;0;P02;ZS02;;;;;4,125.41;8,250.82;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;7;16/05/2023;Sí;0;0;0;;;9/05/2023;
15/05/2023;JB2;1100005320;10;1100170872;;SHAFT SLEEVE O-RING;WEIR;F109;4;PI;HRMY;;;;;;PLANIFICADOR;15/05/2023;;B;;0;;0;P03;ZS02;;;;;1,000.00;4,000.00;PEN;1102;PLANIFICADOR;false;05;N;;;;IN0000011;0000060946;Sí;No;Sí;0;30;14/06/2023;Sí;0;0;0;;;15/05/2023;
16/05/2023;C01;1100005379;10;1100020768;;MOTOR AC INDUCTION HP;GE;5KS447XS243;1;PI;CONC;;;;;;PLANIFICADOR;16/05/2023;;B;;0;;0;P01;ZS02;;;;;64,682.75;64,682.75;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000014;;Sí;No;Sí;0;30;15/06/2023;Sí;0;0;0;;;17/05/2023;
16/05/2023;C03;1100005426;10;1301444553;;SOLVENT CLEANING ACTION DESENGRASANTE BI;ORICA;ACTIOND-435;1;PI;PCON;;;;;;PLANIFICADOR;16/05/2023;;B;;0;;0;P02;ZS02;;;;;6,049.23;6,049.23;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;10;26/05/2023;Sí;0;0;0;;;17/05/2023;
24/05/2023;C02;1100005533;10;1100346221;;VALVE BUTTERFLY CAST IRON BODY12IN DIA;;;5;PI;CONC;;;;;;PLANIFICADOR;24/05/2023;;B;;0;;0;P01;ZS02;;;;;3,864.02;19,320.10;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;30;23/06/2023;Sí;0;0;0;;;24/05/2023;
24/05/2023;C02;1100005556;10;1300386524;;BLANKET,FLEXILONA C/HOJAL C/MT 6 X 12 MT;;;12;PI;CONC;;;;;;PLANIFICADOR;24/05/2023;;B;;0;;0;P02;ZS02;;;;;596.69;7,160.28;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;20;13/06/2023;Sí;0;0;0;;;24/05/2023;
24/05/2023;C02;1100005558;10;1100088476;;COUPLER ALIGNMENT SKID 15KV, COUPLER ALI;FARMIN;SF013;7;PI;SLOT;;;;;;PLANIFICADOR;24/05/2023;;B;;0;;0;P01;ZS02;;;;;4,942.61;34,598.27;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;30;23/06/2023;Sí;0;0;0;;;24/05/2023;
24/05/2023;C01;1100005574;10;1101058734;;STRIKE GUARD SENSOR;WXLINE;SGS;1;PI;CONC;;;;;;PLANIFICADOR;24/05/2023;;B;;0;;0;P03;ZS02;;;;;24,176.85;24,176.85;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;30;23/06/2023;Sí;0;0;0;;;24/05/2023;
30/05/2023;C02;1100005603;10;1100088476;;COUPLER ALIGNMENT SKID 15KV, COUPLER ALI;FARMIN;SF013;13;PI;SLOT;;;;;;PLANIFICADOR;30/05/2023;;B;;0;;0;P01;ZS02;;;;;4,942.61;64,253.93;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;30;29/06/2023;Sí;0;0;0;;;30/05/2023;
30/05/2023;C02;1100005651;10;1300406769;;STANDARD SOLUTION CU1000PPM- MG/LUN 32;INORVENT;AACU1-5;1,000;ML;PCON;;;;;;PLANIFICADOR;30/05/2023;;B;;0;;0;P01;ZS02;;;;;0.29;290.00;PEN;1101;PLANIFICADOR;false;02;N;;;Z001;IN0000011;;Sí;No;Sí;0;79;17/08/2023;Sí;0;0;0;;;30/05/2023;
5/06/2023;C07;1100005694;10;1300172469;;MODULO BLIZDUCTOR;DEHN;920327-BXTML4BE180;14;PI;CONC;;;;;;PLANIFICADOR;5/06/2023;;B;;0;;0;P01;ZS02;;;;;881.93;12,347.02;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;30;5/07/2023;Sí;0;0;0;;;5/06/2023;
5/06/2023;C01;1100005710;10;1300170940;;FARGO HDP;;;12;PI;CONC;;;;;;PLANIFICADOR;5/06/2023;;B;;0;;0;P01;ZS02;;;;;985.54;11,826.48;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000013;;Sí;No;Sí;0;30;5/07/2023;Sí;0;0;0;;;5/06/2023;
5/06/2023;C07;1100005741;10;1300377150;;PAINT AEROSOL GREEN FLOURESCENTFAST DRY;KNAUF;;296;PI;TSHP;;;;;;PLANIFICADOR;5/06/2023;;B;;0;;0;P02;ZS02;;;;;8.43;2,495.28;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;10;15/06/2023;Sí;0;0;0;;;5/06/2023;
5/06/2023;C05;1100005759;10;1101214089;;RODAMIENTO DE RODILLO;SKF;22238CCK/C3W33;1;PI;CONC;;;;;;PLANIFICADOR;5/06/2023;;B;;0;;0;P01;ZS02;;;;;4,316.17;4,316.17;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;98;11/09/2023;Sí;0;0;0;;;5/06/2023;
6/06/2023;C05;1100005791;10;1300181904;;SILLA ERGONOMICA DPK  FONE PP;;;2;PI;HRMY;;;;;;PLANIFICADOR;6/06/2023;;B;;0;;0;P03;ZS02;;;;;1,950.00;3,900.00;PEN;1102;PLANIFICADOR;false;02;N;;;;IN0000013;0000022299;Sí;No;Sí;0;30;6/07/2023;Sí;0;0;0;;;6/06/2023;
6/06/2023;C05;1100005793;10;1300181903;;SILLLA ERGONOMICA DELPHI 8 PLUS;;;1;PI;HRMY;;;;;;PLANIFICADOR;6/06/2023;;B;;0;;0;P03;ZS02;;;;;1,283.80;1,283.80;PEN;1102;PLANIFICADOR;false;02;N;;;;IN0000013;0000022300;Sí;No;Sí;0;30;6/07/2023;Sí;0;0;0;;;6/06/2023;
6/06/2023;C02;1100005806;10;1300415794;;ENVELOPE, ALUMINUM 11.7 X 17CM PACKAGE X;;;42;KIT;CONC;;;;;;PLANIFICADOR;6/06/2023;;B;;0;;0;P01;ZS02;;;;;45.70;1,919.40;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;7;13/06/2023;Sí;0;0;0;;;6/06/2023;
13/06/2023;C02;1100005828;10;1100540880;;ANALIZADOR DE % HUMEDAD FUENTE DE CALOR;OHAUS;MB120;2;PI;HRMY;;;;;;PLANIFICADOR;13/06/2023;;B;;0;;0;P03;ZS02;;;;;9,873.59;19,747.18;PEN;1102;PLANIFICADOR;false;02;N;;;Z001;IN0000011;0000148047;Sí;No;Sí;0;30;13/07/2023;Sí;0;0;0;;;13/06/2023;
13/06/2023;C02;1100005829;10;1301196120;;DISCO POLIFAN PFR 125 Z40 SGP CURVE-L;PFERD;EAN790151;30;PI;TSHP;;;;;;PLANIFICADOR;29/07/2023;;B;;0;;0;P01;ZS02;;;;;49.35;1,480.50;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;0000136382;Sí;No;Sí;0;7;5/08/2023;Sí;0;0;0;;;13/06/2023;
13/06/2023;C05;1100005860;10;1101471507;;DRIVE GEAR BOX 311;BONFIGLI;311L3203HZV05BTW0A;1;PI;CONC;;;;;;PLANIFICADOR;13/06/2023;;B;;0;;0;P01;ZS02;;;;;0.00;0.00;PEN;1101;PLANIFICADOR;false;02;N;;;Z001;IN0000014;;Sí;No;Sí;0;30;13/07/2023;Sí;0;0;0;;;13/06/2023;
13/06/2023;C05;1100005891;10;1100499897;;PUMP, METERING 492 L/H, 100PSI;PROMIN;S3CAH070410SST0140WA1000C;1;PI;TSHP;;;;;;PLANIFICADOR;13/06/2023;;B;;0;;0;P01;ZS02;;;;;0.00;0.00;PEN;1101;PLANIFICADOR;false;02;N;;;Z001;IN0000014;;Sí;No;Sí;0;30;13/07/2023;Sí;0;0;0;;;13/06/2023;
20/06/2023;C02;1100005935;10;1300426411;;TIMER, ON-DELAY TON 110-240 VAC;ENTREL;2.430.102.01;1;PI;CONC;;;;;;PLANIFICADOR;20/06/2023;;B;;0;;0;P02;ZS02;;;;;667.19;667.19;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;30;20/07/2023;Sí;0;0;0;;;20/06/2023;
20/06/2023;C05;1100005975;10;1300418327;;GLOVES 10 SIZENEO CHEMICAL APPL BLACK C;;;7;PAA;TSHP;;;;;;PLANIFICADOR;20/06/2023;;B;;0;;0;P01;ZS02;;;;;73.01;511.07;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000010;;Sí;No;Sí;0;30;20/07/2023;Sí;0;0;0;;;20/06/2023;
20/06/2023;C07;1100005979;10;1101129600;;GUN TRIGGER SHUT OF 4500, 300F 12GPM 3/8;SIOUX;AC01379;13;SET;TSHP;;;;;;PLANIFICADOR;20/06/2023;;B;;0;;0;P01;ZS02;;;;;453.13;5,890.69;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;30;20/07/2023;Sí;0;0;0;;;20/06/2023;
20/06/2023;C07;1100006002;10;1300179244;;PERTIGA LED 24 V SUPER DUTY LED WHIP;SAFETY;SDL06W-SXY-8;11;PI;TSHP;;;;;;PLANIFICADOR;20/06/2023;;B;;0;;0;P01;ZS02;;;;;1,540.83;16,949.13;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000010;;Sí;No;Sí;0;30;20/07/2023;Sí;0;0;0;;;20/06/2023;
20/06/2023;C02;1100006054;10;1300407072;;STANDARD SOLUTION FE10000PPM PARA ICP C;INORVENT;CGFE-10-5;1,000;ML;PCON;;;;;;PLANIFICADOR;20/06/2023;;B;;0;;0;P01;ZS02;;;;;1.32;1,320.00;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;79;7/09/2023;Sí;0;0;0;;;20/06/2023;
20/06/2023;C05;1100006064;10;1301151117;;"RODILLO DE CARGA CENTRAL DE 6"" X 25.5"",";MELCO;S152720645GA;30;PI;HRMY;;;;;;PLANIFICADOR;20/06/2023;;B;;0;;0;P03;ZS02;;;;;363.27;10,898.10;PEN;1102;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;30;20/07/2023;Sí;0;0;0;;;20/06/2023;
27/06/2023;C07;1100006101;10;1100137331;;LAMP  HALOGEN 500W230VACAMPOLLE-T;PHILIPS;494399;133;PI;TSHP;;;;;;PLANIFICADOR;27/06/2023;;B;;0;;0;P01;ZS02;;;;;6.41;852.53;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;30;27/07/2023;Sí;0;0;0;;;27/06/2023;
27/06/2023;C07;1100006215;10;1100241232;;CONNECTOR STRAIGHT BLADE 2 POLES + 1 GRO;LEVITO;NEMA6-20R#5459-VY;78;PI;TSHP;;;;;;PLANIFICADOR;27/06/2023;;B;;0;;0;P01;ZS02;;;;;60.71;4,735.38;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;30;27/07/2023;Sí;0;0;0;;;27/06/2023;
28/06/2023;C07;1100006240;10;1300377184;;ELECTRODE HOLDER 500 A TWECOTONG;;0700 0016 A3-S;6;PI;TSHP;;;;;;PLANIFICADOR;21/10/2023;;B;;0;;0;P02;ZS02;;;;;20.00;120.00;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;0000136639;Sí;No;Sí;0;30;20/11/2023;Sí;0;0;0;;;28/06/2023;
1/07/2023;C07;1100006243;10;1100172132;;VIDRIO FRONTAL;XPRO;VA32-001-49HR;1;PI;SLOT;;;;;;PLANIFICADOR;1/07/2023;;B;;0;;0;P01;ZS02;;;;;25,583.96;25,583.96;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;0000003597;Sí;No;Sí;0;30;31/07/2023;Sí;0;0;0;;;2/07/2023;
1/07/2023;C07;1100006244;10;1100172132;;VIDRIO FRONTAL;XPRO;VA32-001-49HR;1;PI;SLOT;;;;;;PLANIFICADOR;1/07/2023;;B;;0;;0;P01;ZS02;;;;;25,583.96;25,583.96;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;0000003599;Sí;No;Sí;0;30;31/07/2023;Sí;0;0;0;;;2/07/2023;
1/07/2023;C07;1100006244;20;1100172132;;VIDRIO FRONTAL;XPRO;VA32-001-49HR;1;PI;TSHP;;;;;;PLANIFICADOR;1/07/2023;;B;;0;;0;P01;ZS02;;;;;25,583.96;25,583.96;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;0000062579;Sí;No;Sí;0;30;31/07/2023;Sí;0;0;0;;;2/07/2023;
1/07/2023;C07;1100006244;30;1100172132;;VIDRIO FRONTAL;XPRO;VA32-001-49HR;1;PI;SLOT;;;;;;PLANIFICADOR;1/07/2023;;B;;0;;0;P01;ZS02;;;;;25,583.96;25,583.96;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;0000149176;Sí;No;Sí;0;30;31/07/2023;Sí;0;0;0;;;2/07/2023;
1/07/2023;C07;1100006245;10;1100172132;;VIDRIO FRONTAL;XPRO;VA32-001-49HR;1;PI;SLOT;;;;;;PLANIFICADOR;16/07/2023;;B;;0;;0;P01;ZS02;;;;;25,583.96;25,583.96;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;0000003598;Sí;No;Sí;0;30;15/08/2023;Sí;0;0;0;;;2/07/2023;
4/07/2023;C05;1100006247;10;1100343830;;SHAFT OK-16;OUTOTEC;FL.EJE.765643-2;1;PI;PCON;;;;;;PLANIFICADOR;4/07/2023;;B;;0;;0;P01;ZS02;;;;;4,145.71;4,145.71;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;30;3/08/2023;Sí;0;0;0;;;4/07/2023;
4/07/2023;C05;1100006255;10;1100343970;;WEARPLATE FOR STATOR OK-16;OUTOTEC;FL.PL.DE.854218-3;1;PI;PCON;;;;;;PLANIFICADOR;4/07/2023;;B;;0;;0;P01;ZS02;;;;;2,066.46;2,066.46;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000007;;Sí;No;Sí;0;30;3/08/2023;Sí;0;0;0;;;4/07/2023;
4/07/2023;C07;1100006260;10;1101319169;;LLANTA MICHELIN 10.00R20 XZY3;MICHELIN;10.00R20XZY3;7;PI;SLOT;;;;;;PLANIFICADOR;4/07/2023;;B;;0;;0;P02;ZS02;;;;;1,429.02;10,003.14;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000003;;Sí;No;Sí;0;30;3/08/2023;Sí;0;0;0;;;4/07/2023;
4/07/2023;C01;1100006327;10;1300176067;;FARGO HDP COLOR RIBBON YMCKK 600 IMAGES;HID;084912;11;PI;CONC;;;;;;PLANIFICADOR;4/07/2023;;B;;0;;0;P03;ZS02;;;;;1,095.26;12,047.86;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000013;;Sí;No;Sí;0;30;3/08/2023;Sí;0;0;0;;;4/07/2023;
4/07/2023;C02;1100006331;10;1300407072;;STANDARD SOLUTION FE10000PPM PARA ICP C;INORVENT;CGFE-10-5;1,000;ML;PCON;;;;;;PLANIFICADOR;4/07/2023;;B;;0;;0;P01;ZS02;;;;;1.32;1,320.00;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;79;21/09/2023;Sí;0;0;0;;;4/07/2023;
4/07/2023;C02;1100006335;10;1301143106;;CAMISA DE TELA ANTIACIDO, TALLA L;;;11;PI;CONC;;;;;;PLANIFICADOR;4/07/2023;;B;;0;;0;P01;ZS02;;;;;117.41;1,291.51;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;30;3/08/2023;Sí;0;0;0;;;4/07/2023;
4/07/2023;C05;1100006420;10;1100330639;;PILLOW BLOCK 1 PIECE 1-15/16IN DIA SHAFT;SKF;P2B115-SRB-SER;18;PI;HRMY;;;;;;PLANIFICADOR;4/07/2023;;B;;0;;0;P03;ZS02;;;;;1,257.95;22,643.10;PEN;1102;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;84;26/09/2023;Sí;0;0;0;;;4/07/2023;
4/07/2023;C05;1100006428;10;1100294546;;GREASE, CARTRIDGE;SKF;LAGD125/WA2;44;PI;HRMY;;;;;;PLANIFICADOR;4/07/2023;;B;;0;;0;P03;ZS02;;;;;108.62;4,779.28;PEN;1102;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;10;14/07/2023;Sí;0;0;0;;;4/07/2023;
11/07/2023;C02;1100006455;10;1100173008;;FUSIBLE DE VIDRIO DE 2 AMP. CORTO;TECPROMI;FV2A;50;PI;CONC;;;;;;PLANIFICADOR;11/07/2023;;B;;0;;0;P01;ZS02;;;;;7.05;352.50;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;30;10/08/2023;Sí;0;0;0;;;11/07/2023;
11/07/2023;C02;1100006471;10;1100484469;;CLAMP FOR BRUSH HOLDER MILLS;CARBWT;D41M5G225000100;3;PI;CONC;;;;;;PLANIFICADOR;11/07/2023;;B;;0;;0;P01;ZS02;;;;;569.55;1,708.65;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;30;10/08/2023;Sí;0;0;0;;;11/07/2023;
11/07/2023;C02;1100006485;10;1100173009;;FUSIBLE DE VIDRIO DE 1 AMP. CORTO;TECPROMI;FV1A;50;PI;CONC;;;;;;PLANIFICADOR;11/07/2023;;B;;0;;0;P01;ZS02;;;;;7.05;352.50;PEN;1101;PLANIFICADOR;false;02;N;;;;IN0000011;;Sí;No;Sí;0;30;10/08/2023;Sí;0;0;0;;;11/07/2023;
